episode,loss,reward,distance,num_vehicles,customers_served
519,-inf,-9345.5681823242,3505.681823241999,8,101
520,-inf,-9747.515851435423,4525.15851435422,10,101
521,inf,-8620.970160972982,4259.701609729818,10,101
522,inf,-8675.933987292778,4309.339872927776,11,101
523,inf,-9050.883397905804,4058.833979058032,11,101
524,inf,-8665.966727275276,4709.667272752759,10,101
525,-inf,-9573.791962009465,3287.919620094646,9,101
526,inf,-8862.62688579646,4676.268857964615,10,101
527,-inf,-9903.223570621862,5082.235706218619,10,101
528,inf,-8377.392050609895,3823.9205060989543,10,101
529,-inf,-9410.92126209322,4159.212620932184,10,101
530,inf,-9050.219060895563,4052.190608955621,11,101
531,inf,-7040.588094642528,3955.880946425274,11,101
532,-inf,-9593.48435627832,3984.843562783208,10,101
533,-inf,-10002.739946064403,3577.399460644028,9,101
534,inf,-8994.06117641264,4490.611764126409,11,101
535,inf,-5329.733259604196,4347.332596041965,10,101
536,-inf,-9620.238753851772,4252.387538517723,10,101
537,inf,-7697.5284985409435,4025.2849854094407,10,101
538,-inf,-9920.040213923292,3250.4021392329155,8,101
539,-inf,-9210.673050606432,4656.730506064327,9,101
540,-inf,-9767.63891497307,4226.389149730696,11,101
541,-inf,-9571.029917434327,4760.299174343264,10,101
542,-inf,-9319.99831854709,4249.983185470894,10,101
543,inf,-5481.624136922859,4366.241369228587,11,101
544,-inf,-9736.881057287696,4418.810572876956,10,101
545,-inf,-9388.79905124741,3437.990512474089,9,101
546,-inf,-9298.153915847624,4031.539158476249,10,101
547,-inf,-9097.889576693478,4028.8957669347815,10,101
548,-inf,-9111.520557001106,4165.205570011066,10,101
549,inf,-6831.2335620549675,4362.335620549669,10,101
550,-inf,-8944.816605811353,3998.166058113531,11,101
551,-inf,-9908.108756701939,4131.087567019376,10,101
552,-inf,-8963.920723110508,4689.207231105087,10,101
553,-inf,-9281.364500835298,4363.645008352985,9,101
554,inf,-8698.390229208093,3533.902292080932,9,101
555,-inf,-10140.674556116157,4456.745561161575,10,101
556,inf,-8798.711376732677,4037.113767326769,10,101
557,-inf,-9997.600740582671,3526.007405826722,9,101
558,inf,-6106.87852577171,4118.785257717104,10,101
559,-inf,-9437.445236077949,4424.452360779485,10,101
560,inf,-8825.531664768163,4305.316647681627,10,101
561,-inf,-9507.892975349458,4128.929753494573,10,101
562,-inf,-9142.71513628824,4477.151362882403,10,101
563,inf,-8558.697924887887,4636.979248878871,10,101
564,inf,-8156.835460362512,4118.354603625125,11,101
565,-inf,-9522.845846651477,4278.458466514767,10,101
566,-inf,-9960.774045714697,4657.740457146981,10,101
567,-inf,-9909.240069486721,3642.400694867212,9,101
568,-inf,-9388.8772760568,4938.772760568016,10,101
569,-inf,-9158.365627305566,3633.6562730556598,8,101
570,inf,-8836.736745011054,3917.367450110544,11,101
571,-inf,-9267.454136235472,3724.541362354719,8,101
572,inf,-7071.19571315112,4261.957131511201,11,101
573,-inf,-9374.555891911283,3295.5589191128347,9,101
574,inf,-8475.321331807838,4303.2133180783785,11,101
575,inf,-8901.387260527346,4063.872605273457,10,101
576,inf,-8255.001201184043,4100.012011840419,11,101
577,-inf,-9818.390966923751,4233.909669237515,10,101
578,inf,-8873.37986669018,4783.7986669018055,10,101
579,-inf,-9110.148370583574,3651.4837058357407,9,101
580,inf,-6733.014884289538,4380.148842895376,10,101
581,inf,-8677.903390697347,4829.03390697348,10,101
582,-inf,-10155.247320944203,4602.473209442028,10,101
583,-inf,-9569.381277587008,4243.812775870076,11,101
584,inf,-8862.500050594499,4675.000505944986,10,101
585,inf,-6300.73059765092,4057.3059765092016,10,101
586,-inf,-9700.449259027817,4054.4925902781715,10,101
587,-inf,-9126.419832418233,4314.198324182319,10,101
588,-inf,-9036.103314811466,4411.033148114659,10,101
589,inf,-7100.0878889146725,4050.8788891467234,10,101
590,-inf,-8895.804599658279,4508.045996582792,11,101
591,-inf,-9262.566839656312,3675.6683965631246,8,101
592,inf,-8719.696313282002,4246.963132820021,10,101
593,-inf,-10098.196723058665,4531.967230586659,11,101
594,-inf,-9322.566442449672,4275.664424496714,10,101
595,-inf,-9757.696692583862,3626.9669258386284,8,101
596,-inf,-9008.639188487532,4136.391884875321,10,101
597,-inf,-9748.987757154016,4539.877571540154,10,101
598,-inf,-9770.656752975443,4756.5675297544285,10,101
599,inf,-7269.124953874108,4241.249538741076,11,101
600,-inf,-9951.857901558937,3568.5790155893665,8,101
601,-inf,-9796.299601238436,3512.996012384348,9,101
602,-inf,-9554.718086959809,4097.180869598092,11,101
603,inf,-8418.293792415741,3732.937924157405,9,101
604,-inf,-9495.247358770033,4002.473587700323,10,101
605,-inf,-10068.869944614647,4738.699446146477,10,101
606,inf,-8392.69730926861,4976.973092686094,10,101
607,-inf,-9985.444989927066,3404.449899270654,9,101
608,inf,-8412.700176986607,4177.001769866066,10,101
609,-inf,-9402.02084996164,3570.2084996164044,9,101
610,-inf,-9865.232191603824,4702.321916038235,10,101
611,-inf,-9419.274798151815,3742.7479815181446,9,101
612,-inf,-10019.927902353518,3749.279023535188,9,101
613,inf,-8890.697986653462,3456.979866534618,9,101
614,-inf,-9409.262914003177,4142.629140031762,10,101
615,-inf,-9325.34584632107,4303.458463210699,10,101
616,inf,-7659.867421827005,3648.6742182700523,8,101
617,-inf,-9473.803229549012,3288.032295490117,9,101
618,inf,-8452.550326122848,3575.503261228469,8,101
619,-inf,-9529.66117532492,3346.611753249208,8,101
620,inf,-7215.052135385367,4200.521353853669,10,101
621,-inf,-9044.708436396293,3997.0843639629225,11,101
622,-inf,-9450.03258477216,4550.325847721592,10,101
623,-inf,-9079.457374448592,3344.573744485914,9,101
624,inf,-8338.717556695994,3937.175566959938,11,101
625,-inf,-9470.841990423907,3758.419904239076,10,101
626,-inf,-9007.32680533464,3623.2680533464045,9,101
627,-inf,-9021.339277358149,4263.392773581498,10,101
628,inf,-8782.171739582034,4871.717395820332,10,101
629,-inf,-9795.426016165147,3504.2601616514794,9,101
630,-inf,-9797.421626076175,5024.21626076175,10,101
631,inf,-8500.484232065788,4554.842320657888,11,101
632,-inf,-9825.528556644644,3805.2855664464287,9,101
633,-inf,-9510.543959790775,3655.4395979077613,9,101
634,inf,-8614.841929604936,3698.419296049356,9,101
635,-inf,-10147.068387912113,3520.6838791211303,8,101
636,-inf,-9701.923972359464,3569.2397235946346,9,101
637,-inf,-9677.785933599269,4827.859335992689,10,101
638,-inf,-9896.24739690391,4512.473969039099,11,101
639,-inf,-9499.216250137215,4042.162501372158,10,101
640,inf,-8587.160141432596,3921.6014143259627,10,101
641,-inf,-9874.194255178963,3291.942551789639,9,101
642,inf,-8807.286093095148,3622.860930951488,9,101
643,-inf,-10049.017208864809,3540.1720886480916,8,101
644,inf,-8311.32788317535,4163.278831753508,10,101
645,inf,-5198.358319209714,4033.5831920971414,10,101
646,inf,-5511.954062671011,4169.540626710115,10,101
647,-inf,-9775.228385590884,4302.283855908842,11,101
648,-inf,-9963.05320263567,3680.5320263567114,8,101
649,-inf,-9957.16005566486,3621.60055664859,8,101
650,inf,-6422.590776559042,4275.907765590419,10,101
651,-inf,-8936.808439602666,3418.0843960266666,8,101
652,-inf,-9684.74307176409,4897.4307176408865,10,101
653,-inf,-9311.436555804179,4164.365558041794,10,101
654,inf,-7915.043151386853,4200.431513868531,10,101
655,-inf,-8865.653735608908,3706.537356089086,10,101
656,-inf,-9192.116548688473,3471.1654868847277,9,101
657,inf,-8567.86136867555,4728.613686755501,10,101
658,inf,-8349.58434697473,4045.843469747308,11,101
659,-inf,-8961.331355984816,3663.3135598481585,8,101
660,-inf,-9028.48799985417,4334.879998541688,10,101
661,inf,-7422.965667747478,4279.656677474781,10,101
662,-inf,-8820.271898829922,4252.718988299216,10,101
663,-inf,-9975.296904794632,4802.969047946309,10,101
664,inf,-8506.327069945148,4113.270699451485,10,101
665,-inf,-10105.970677270449,3609.7067727044746,9,101
666,-inf,-9610.404225041213,4154.042250412122,10,101
667,inf,-8425.024749023127,4300.247490231263,10,101
668,inf,-7007.563178152445,4125.63178152445,10,101
669,inf,-8521.416094974189,4264.1609497418885,10,101
670,-inf,-9000.472705422188,5054.727054221886,10,101
671,inf,-8203.057938941245,3580.579389412445,9,101
672,-inf,-9844.165950359255,4491.659503592551,10,101
673,inf,-8773.544659132898,4785.446591328983,10,101
674,-inf,-9246.435784182828,3514.3578418282705,8,101
675,inf,-5749.347613216674,4043.4761321667397,11,101
676,-inf,-9619.527987180581,4245.27987180582,10,101
677,-inf,-9245.276804473171,3502.768044731701,8,101
678,-inf,-9766.39177231078,4213.9177231078,11,101
679,-inf,-8939.904815540413,4449.048155404116,10,101
680,-inf,-9188.136446185772,4931.364461857726,10,101
681,inf,-8813.818788768245,4688.187887682445,11,101
682,-inf,-8953.452436786718,3584.5243678671804,8,101
683,-inf,-10156.812393489636,4618.123934896352,10,101
684,inf,-8601.949225960516,3569.4922596051533,9,101
685,-inf,-10213.858466378886,3688.5846637888653,9,101
686,inf,-6792.303469331664,3973.034693316641,10,101
687,-inf,-9279.303599318302,3843.0359931830208,10,101
688,-inf,-9835.300310207305,3403.0031020730617,8,101
689,-inf,-9700.876287704019,4058.762877040188,10,101
690,inf,-8403.04362928657,4080.4362928657106,10,101
691,-inf,-9723.33719328319,4283.371932831911,10,101
692,inf,-8786.557702119226,3415.5770211922663,9,101
693,-inf,-9353.727433902572,4587.274339025715,10,101
694,-inf,-9553.287726537103,4582.877265371023,10,101
695,-inf,-9833.107286654766,4381.072866547646,10,101
696,-inf,-9201.041307163503,3560.4130716350287,9,101
697,inf,-5590.416824414885,3954.1682441488497,10,101
698,-inf,-8868.488535926059,4734.885359260588,10,101
699,-inf,-9789.543965493804,3445.4396549380317,9,101
700,-inf,-9492.730151930056,4477.301519300556,11,101
701,inf,-8642.456846457035,4474.568464570346,10,101
702,-inf,-9546.855184439852,4518.5518443985175,10,101
703,inf,-8995.404413044096,4004.04413044097,10,101
704,-inf,-10278.947003257403,4839.470032574031,10,101
705,-inf,-9307.008515556361,4120.085155563611,10,101
706,inf,-5760.190231856055,4151.9023185605465,11,101
707,-inf,-9971.136966963591,4761.369669635914,10,101
708,-inf,-9149.313391927459,3543.133919274592,8,101
709,inf,-5115.611650451732,4206.116504517318,10,101
710,-inf,-9695.786074670437,3507.860746704375,9,101
711,-inf,-8706.529748108553,4115.297481085525,10,101
712,-inf,-9303.873875643529,4088.7387564352885,10,101
713,-inf,-9594.792198299938,4497.921982999383,9,101
714,-inf,-9166.41005975605,3214.1005975604908,9,101
715,-inf,-9307.220393190168,4122.203931901678,10,101
716,-inf,-9264.395369056769,3693.953690567686,8,101
717,-inf,-9098.703558068191,3537.03558068191,9,101
718,inf,-8394.104070500289,3491.040705002893,9,101
719,inf,-6610.5318712243115,4155.318712243121,10,101
720,-inf,-9762.347948574357,4673.47948574357,10,101
721,-inf,-8951.999949418998,4569.999494189973,10,101
722,inf,-8362.336214894765,4173.362148947653,11,101
723,-inf,-9546.809224939087,3518.092249390857,8,101
724,-inf,-9808.752593393852,4137.525933938517,10,101
725,inf,-8738.879658084299,4438.796580842991,10,101
726,-inf,-9368.601762727068,4736.01762727069,10,101
727,inf,-8154.373418258105,4093.7341825810495,11,101
728,inf,-8561.247548354231,4162.475483542316,11,101
729,inf,-5759.802573437069,4148.02573437069,11,101
730,-inf,-9942.817608004632,4478.176080046323,10,101
731,-inf,-9420.354605893412,4253.546058934109,10,101
732,-inf,-9249.186832797772,4541.868327977726,10,101
733,-inf,-9756.14798520839,4611.479852083905,10,101
734,-inf,-9773.375378533723,4783.753785337233,10,101
735,inf,-8365.631296299594,3706.312962995934,8,101
736,-inf,-9057.070501425715,4120.705014257146,11,101
737,-inf,-9440.693187492805,4456.931874928041,10,101
738,-inf,-9556.788471751233,4617.88471751234,10,101
739,inf,-8386.62120774748,3416.2120774747964,9,101
740,inf,-8423.092569278375,4280.925692783759,10,101
741,-inf,-9676.536339688544,4315.3633968854365,11,101
742,-inf,-9652.151767968246,4571.517679682463,10,101
743,-inf,-9858.041686518038,4630.416865180383,10,101
744,-inf,-9168.450734996111,4734.507349961115,10,101
745,inf,-7618.7093822335255,4237.093822335254,10,101
746,-inf,-9471.555362282568,4265.553622825688,11,101
747,-inf,-9617.058354941944,4220.583549419446,10,101
748,-inf,-9565.033345336753,4700.333453367539,10,101
749,inf,-8056.94662737514,4119.466273751408,11,101
750,inf,-8503.834909818985,3588.3490981898485,9,101
751,inf,-8489.167456530462,4441.67456530462,11,101
752,inf,-8878.942058486446,4339.420584864447,11,101
753,-inf,-9586.823270631121,3418.232706311203,9,101
754,-inf,-9808.974539792373,4139.745397923719,10,101
755,-inf,-9650.734294888918,3557.342948889186,8,101
756,inf,-7057.523172535162,4125.231725351624,11,101
757,-inf,-9914.52509417204,3695.2509417203955,9,101
758,-inf,-9922.225393157649,3772.253931576489,9,101
759,-inf,-9195.463149209208,3504.631492092091,9,101
760,inf,-8824.606561325287,3796.0656132528684,11,101
761,inf,-5207.696879512248,4126.968795122488,10,101
762,-inf,-9597.849232525768,4028.4923252576914,10,101
763,inf,-5071.203373114702,4262.033731147018,11,101
764,inf,-8124.224082666111,3792.2408266611133,9,101
765,-inf,-9870.803539413933,4758.035394139342,10,101
766,-inf,-9787.472836874153,3424.728368741536,9,101
767,inf,-4793.926598424956,4489.265984249564,11,101
768,inf,-7962.153352827914,4171.533528279152,11,101
769,-inf,-9905.752496564055,3607.5249656405504,9,101
770,-inf,-10168.712747947924,4737.12747947924,10,101
771,-inf,-8987.456478543456,3924.5647854345557,10,101
772,-inf,-10211.017292898621,3660.1729289862164,9,101
773,-inf,-9193.525356542836,3485.253565428355,9,101
774,inf,-8413.686622624251,4186.866226242511,10,101
775,-inf,-8966.61083206289,4216.108320628906,11,101
776,inf,-7589.888965560589,3948.889655605894,10,101
777,-inf,-8974.551481578126,4295.51481578126,11,101
778,-inf,-9459.989836025255,4149.898360252564,11,101
779,-inf,-10162.853983907262,4678.539839072624,10,101
780,-inf,-9662.527705497938,4175.27705497938,11,101
781,inf,-8940.36785439238,4453.678543923792,10,101
782,inf,-4919.737951567084,3747.379515670839,11,101
783,-inf,-9977.713105665924,4827.13105665924,10,101
784,inf,-7319.25977863354,4242.597786335402,10,101
785,-inf,-9195.873118718682,4008.7311871868137,10,101
786,-inf,-10301.642772747093,3566.427727470924,9,101
787,-inf,-9648.079090318923,4530.790903189233,10,101
788,-inf,-10008.061445101259,3630.614451012597,9,101
789,-inf,-9961.74734306646,4667.473430664598,10,101
790,inf,-7397.338595359032,4023.3859535903243,10,101
791,inf,-8796.422390625967,4014.2239062596623,10,101
792,inf,-8337.650071599002,3926.5007159900265,11,101
793,-inf,-9115.596134099906,4205.961340999051,10,101
794,inf,-8593.301529074954,4983.015290749532,10,101
795,-inf,-9515.320832588659,3703.208325886585,9,101
796,-inf,-9328.903489627564,4339.034896275639,10,101
797,-inf,-10083.778140469803,3387.781404698042,9,101
798,-inf,-9466.999719223977,4719.997192239766,10,101
799,-inf,-9488.791102017422,4937.911020174207,10,101
800,inf,-8327.53118581974,4325.311858197399,10,101
801,inf,-8487.827845470181,4928.27845470181,10,101
802,-inf,-9474.8115475698,3298.115475697994,9,101
803,-inf,-10042.486243925967,3474.8624392596653,8,101
804,-inf,-9706.994496052212,3619.9449605221066,9,101
805,inf,-8044.276503678697,4492.765036786971,10,101
806,inf,-8515.29090564677,4202.9090564677,10,101
807,-inf,-9314.003411947231,3690.034119472309,9,101
808,inf,-8406.35160664843,4113.516066484293,10,101
809,-inf,-10028.72467162243,4337.246716224311,10,101
810,inf,-8864.088541717614,4190.885417176141,11,101
811,inf,-8934.806877015131,4398.068770151316,10,101
812,-inf,-9978.246286872152,4832.462868721519,10,101
813,inf,-8438.23243308443,3432.3243308442925,8,101
814,-inf,-9123.404613629484,4284.046136294834,10,101
815,-inf,-9603.766326165269,4087.6632616526863,10,101
816,inf,-8981.343148723709,4363.431487237087,11,101
817,-inf,-9261.793784710371,4167.937847103717,11,101
818,inf,-5879.460369399154,4344.6036939915375,11,101
819,-inf,-9706.868404413703,4118.684044137029,10,101
820,-inf,-9886.148235259705,4911.482352597051,10,101
821,-inf,-10083.689670380169,3386.896703801688,9,101
822,inf,-8617.96567851582,3729.65678515821,9,101
823,-inf,-10018.184568872295,4231.845688722953,10,101
824,inf,-9082.854120232514,4878.541202325149,10,101
825,inf,-8507.687126464,4126.8712646399845,10,101
826,inf,-8558.247872678377,4632.478726783774,10,101
827,inf,-8877.627499646664,4826.274996466628,10,101
828,-inf,-9112.655615334817,4176.5561533481805,10,101
829,-inf,-9595.999693414236,4009.9969341423566,10,101
830,inf,-8717.941502071291,4229.415020712903,10,101
831,-inf,-9904.195157731521,4091.9515773152148,10,101
832,inf,-9088.137408427618,3931.3740842761845,10,101
833,-inf,-10197.79415653405,3527.941565340505,9,101
834,inf,-6905.082500265402,4100.825002654021,10,101
835,-inf,-9473.029044441173,4780.29044441172,10,101
836,inf,-4977.949530009113,3829.4953000911273,10,101
837,inf,-5234.4500178123435,3394.5001781234387,10,101
838,-inf,-9600.409058265634,3554.0905826563335,9,101
839,-inf,-9115.849231572978,3708.4923157297862,11,101
840,-inf,-9512.612761795983,3676.127617959831,9,101
841,-inf,-9291.42924486075,4464.292448607503,9,101
842,inf,-8521.832395865968,3768.323958659674,11,101
843,inf,-8595.790097689209,4507.9009768920805,9,101
844,-inf,-10126.111888809504,3311.118888095043,8,101
845,-inf,-10002.815561927931,3578.1556192793087,9,101
846,inf,-8342.537878980327,3975.3787898032697,11,101
847,-inf,-9514.631591709276,3696.3159170927565,9,101
848,inf,-8170.879230961844,4758.792309618435,10,101
849,-inf,-9565.447212699264,4704.472126992635,10,101
850,-inf,-9854.112308976953,4591.123089769535,10,101
851,-inf,-9681.786014814048,3867.860148140485,10,101
852,-inf,-9956.953810543406,4619.538105434059,10,101
853,-inf,-9580.096925876014,4850.969258760149,10,101
854,inf,-8394.421116110192,3994.211161101914,10,101
855,inf,-8945.827655357445,4508.276553574449,10,101
856,inf,-8961.233699645176,4662.336996451752,10,101
857,-inf,-9356.799895957705,3617.998959577051,8,101
858,inf,-8411.19240433439,4161.924043343897,10,101
859,inf,-8982.61696116937,3876.1696116936973,10,101
860,-inf,-9391.791058260873,3967.9105826087234,10,101
861,-inf,-9700.836810848765,3558.3681084876494,9,101
862,inf,-8172.719461211893,3277.1946121189267,9,101
863,inf,-8312.722606004307,3677.226060043065,11,101
864,inf,-6926.435349540843,3314.353495408427,10,101
865,-inf,-9130.291130139893,3852.9113013989368,11,101
866,-inf,-9255.730285656204,3607.3028565620357,8,101
867,inf,-8344.10048507521,3491.0048507521124,10,101
868,-inf,-9575.495584339276,4804.955843392761,10,101
869,-inf,-9958.843331423937,4638.433314239375,10,101
870,inf,-8960.015829621574,3650.158296215746,10,101
871,inf,-8897.851091287283,3528.510912872823,11,101
872,inf,-8646.320921653065,3513.209216530652,10,101
873,-inf,-9445.116950447431,3501.1695044743074,8,101
874,-inf,-9825.091540067324,4300.915400673235,10,101
875,inf,-8340.533082571865,4455.330825718642,10,101
876,-inf,-9788.280308204485,3432.803082044839,11,101
877,-inf,-10156.494779225097,3614.9477922509673,8,101
878,inf,-8333.101689350577,4381.0168935057645,10,101
879,-inf,-10022.353500053692,3773.5350005369205,9,101
880,inf,-8783.865808406425,3388.6580840642405,9,101
881,inf,-8860.932402249822,3659.3240224982114,8,101
882,-inf,-9854.428001035787,3594.2800103578697,10,101
883,inf,-5484.891618403808,3398.9161840380834,11,101
884,-inf,-9044.865150812993,3498.6515081299394,10,101
885,-inf,-9578.999622712221,3839.9962271222025,10,101
886,-inf,-9422.682607636902,3776.8260763690105,9,101
887,inf,-8302.728351560774,3577.283515607739,11,101
888,inf,-7830.129295717106,3351.2929571710747,10,101
889,inf,-5303.188151795309,3581.881517953087,11,101
890,inf,-7305.127197227756,4101.271972277561,10,101
891,-inf,-8557.873372628601,3128.733726286015,11,101
892,-inf,-9575.65422066814,3306.542206681412,11,101
893,inf,-7028.980415773029,3339.804157730289,10,101
894,-inf,-9186.697303993751,3416.9730399375057,11,101
895,-inf,-9197.768548725422,3527.685487254217,9,101
896,-inf,-9157.449451299397,3624.494512993966,10,101
897,-inf,-8841.107040223797,3461.070402237972,10,101
898,-inf,-8625.675559364348,3306.7555936434774,10,101
899,-inf,-9244.445507020759,3494.455070207584,10,101
900,-inf,-9647.858436947421,3528.5843694742043,8,101
901,inf,-5268.274421416508,3732.744214165075,10,101
902,inf,-4769.398050070856,3743.9805007085583,10,101
903,-inf,-9241.903776362162,4469.037763621619,10,101
904,-inf,-8520.493215879267,3754.932158792679,11,101
905,-inf,-8919.270399687848,3742.7039968784907,11,101
906,-inf,-9813.881631776203,3688.8163177620318,9,101
907,inf,-8222.04338813795,3770.4338813795052,9,101
908,-inf,-9397.156192314445,4021.561923144459,10,101
909,inf,-8170.562051297666,3755.6205129766513,10,101
910,inf,-7760.319409786807,3653.194097868072,10,101
911,-inf,-8951.584625081556,4065.8462508155553,11,101
912,inf,-8061.129059646326,3661.29059646325,10,101
913,inf,-7233.014867281801,3880.1486728180107,11,101
914,-inf,-9566.785895200004,4717.858952000035,10,101
915,inf,-8377.897138487695,4828.971384876956,10,101
916,-inf,-8938.300768137256,3933.0076813725595,11,101
917,-inf,-9772.793409096324,4777.934090963247,10,101
918,-inf,-9736.47762125669,4414.776212566907,10,101
919,-inf,-9675.179148385601,4801.791483856014,10,101
920,-inf,-9960.369551029482,3653.695510294823,8,101
921,-inf,-9156.626032466214,4116.26032466214,11,101
922,inf,-5599.397881319082,4043.978813190826,10,101
923,-inf,-9301.218301240542,4062.183012405417,10,101
924,-inf,-8938.8907174985,3438.9071749850073,8,101
925,inf,-5403.612433017557,4086.124330175566,10,101
926,inf,-5940.692880226534,3956.928802265338,11,101
927,-inf,-10228.237784986202,3832.3778498620286,9,101
928,-inf,-9413.243832358767,4182.438323587677,10,101
929,-inf,-10197.763504568724,3527.6350456872374,9,101
930,-inf,-9418.512863884389,4235.128638843886,10,101
931,-inf,-10055.801356092068,3608.0135609206764,8,101
932,-inf,-9200.488950407016,4054.889504070162,10,101
933,inf,-8092.402109772509,3474.021097725098,11,101
934,-inf,-9703.068613725307,3580.686137253062,9,101
935,-inf,-8932.605924940875,3376.0592494087487,8,101
936,-inf,-9812.682386201594,4176.823862015931,10,101
937,inf,-8819.807190838455,3748.071908384544,11,101
938,-inf,-9273.96358200213,4789.635820021307,10,101
939,-inf,-9423.915329550155,4289.153295501548,10,101
940,inf,-7786.751059814858,3417.510598148589,11,101
941,-inf,-9883.393146266235,4883.93146266235,10,101
942,-inf,-9426.124049853095,4311.2404985309495,10,101
943,inf,-8799.720077827682,4047.2007782768274,10,101
944,inf,-5802.827370720101,4078.2737072010023,10,101
945,inf,-7011.946561257819,4169.465612578192,10,101
946,inf,-8525.453612578787,4304.536125787876,10,101
947,inf,-5170.103344819005,3751.033448190047,10,101
948,inf,-8081.72490963227,3867.2490963227096,10,101
949,inf,-6777.930505313303,3829.3050531330305,10,101
950,-inf,-9620.07628979399,3250.7628979399033,8,101
951,-inf,-8783.963182468062,2889.6318246806127,10,101
952,-inf,-9373.428032005955,4784.280320059545,10,101
953,-inf,-9681.65398028887,4366.539802888702,11,101
954,-inf,-9550.336392663876,3553.363926638753,8,101
955,-inf,-8857.904264530893,3629.0426453089212,8,101
956,inf,-7386.880212902405,3418.802129024051,11,101
957,-inf,-10286.575879750388,3915.758797503879,8,101
958,-inf,-9384.892378344823,3398.92378344823,9,101
959,-inf,-9947.663635145105,4526.636351451055,10,101
960,inf,-8803.346160536623,4083.4616053662216,10,101
961,inf,-8050.191915242087,4051.919152420875,11,101
962,-inf,-8897.805282977395,3528.0528297739515,9,101
963,inf,-8727.533237620943,3325.332376209428,10,101
964,-inf,-9153.727861740994,4587.278617409934,10,101
965,-inf,-9464.883850215454,4698.838502154541,10,101
966,-inf,-9486.33458687715,4913.345868771499,10,101
967,-inf,-9967.915037429457,3729.150374294561,8,101
968,-inf,-9406.430398146384,4114.303981463843,10,101
969,-inf,-9475.060991413708,4800.609914137083,10,101
970,inf,-7102.90719123013,4079.071912301292,10,101
971,-inf,-10204.47823780517,5094.78237805169,10,101
972,inf,-8042.4594396753655,3474.59439675366,10,101
973,inf,-8495.23083399283,3502.3083399282973,9,101
974,-inf,-9031.839079717734,3368.3907971773524,10,101
975,inf,-8262.117509395628,3171.1750939562817,11,101
976,inf,-8451.849381172673,3568.493811726735,8,101
977,-inf,-9202.13564470901,3571.356447090096,9,101
978,inf,-8556.695799254441,4616.957992544408,10,101
979,-inf,-9298.485626229967,3034.856262299673,10,101
980,inf,-8765.08035896417,4200.803589641695,11,101
981,inf,-8181.26074298019,4362.607429801889,11,101
982,-inf,-9903.78277882364,5087.827788236388,10,101
983,-inf,-10058.10035671962,3631.0035671962,8,101
984,inf,-8853.028954611676,3580.289546116774,10,101
985,-inf,-10117.883597389931,3728.8359738993117,9,101
986,inf,-4905.71952914633,4107.195291463304,10,101
987,inf,-8582.752141682926,3377.5214168292664,11,101
988,-inf,-9769.476359070068,3744.763590700683,8,101
989,-inf,-9607.369357426227,3623.693574262274,9,101
990,inf,-8694.260089097525,3492.6008909752436,11,101
991,inf,-8120.993638508708,4259.936385087079,10,101
992,-inf,-9722.717859144046,3277.1785914404627,10,101
993,-inf,-9710.648046956168,3656.480469561688,9,101
994,inf,-6806.021576523114,4110.215765231144,10,101
995,-inf,-9827.619568560054,3326.195685600533,10,101
996,inf,-8810.944008052149,3159.440080521488,10,101
997,-inf,-10098.432800800902,3534.3280080090162,9,101
998,-inf,-9002.96684506573,4079.6684506572924,10,101
999,inf,-8367.294483738571,4722.9448373857085,10,101
1000,-inf,-9664.730783488954,3697.307834889545,8,101
1001,-inf,-9232.140245957029,4371.402459570284,10,101
1002,-inf,-9374.467179603758,4794.671796037591,10,101
1003,inf,-8452.748183858701,3577.481838587007,8,101
1004,inf,-7918.63857405306,4236.385740530616,10,101
1005,inf,-8801.210450727804,5062.104507278042,10,101
1006,-inf,-8917.243444146296,3222.434441462957,10,101
1007,inf,-8366.42994658029,4214.299465802909,11,101
1008,-inf,-9932.939914942222,3379.3991494222228,8,101
1009,-inf,-9953.224033641576,3582.240336415759,8,101
1010,-inf,-9291.178804498306,3461.788044983066,9,101
1011,-inf,-9200.79826844928,3557.9826844928007,9,101
1012,-inf,-9701.423084610235,3564.2308461023404,9,101
1013,-inf,-9251.00443403735,3560.0443403735044,8,101
1014,-inf,-9539.305828770146,3443.0582877014635,10,101
1015,inf,-8699.255257603925,4542.552576039247,11,101
1016,inf,-8452.615481979235,3576.1548197923503,10,101
1017,-inf,-9810.105029575967,4151.050295759667,10,101
1018,inf,-8438.239914957923,4432.399149579231,10,101
1019,-inf,-9908.384628299747,3633.8462829974846,9,101
1020,-inf,-9644.057732068093,4490.577320680934,10,101
1021,inf,-7081.4477510909,4364.477510909,11,101
1022,-inf,-9078.959238589012,4839.592385890118,10,101
1023,inf,-8194.270936183893,3992.709361838923,10,101
1024,-inf,-9080.886044579498,4858.860445794978,10,101
1025,inf,-8397.1039652619,3521.0396526189916,9,101
1026,inf,-8658.79108205867,4137.910820586697,11,101
1027,inf,-6675.797087796028,4307.970877960277,11,101
1028,inf,-8317.571352625106,4225.713526251066,10,101
1029,-inf,-9156.80733807519,4118.073380751902,11,101
1030,-inf,-10142.196345783243,3471.9634578324285,8,101
1031,-inf,-9264.354511654788,4693.545116547885,10,101
1032,-inf,-9750.837615184611,3558.3761518461133,8,101
1033,-inf,-10008.475149130913,3634.7514913091295,9,101
1034,-inf,-9539.390210987603,3943.902109876043,11,101
1035,inf,-6407.117093926362,4121.170939263618,10,101
1036,inf,-8695.817138457936,3508.171384579361,9,101
